datestart             datestop              obsid power_cmd  si_mode  pcad_mode vid_board clocking fep_count ccd_count simpos simfa_pos hetg letg pitch  ra     dec    roll   q1    q2    q3    q4   trans_keys                                      
2008:050:07:01:37.419 2008:050:07:01:47.670 8144  AA00000000 TE_002A2 NMAN      1         0        6         6         -50504 -468      RETR RETR 51.69  280.04 -5.75  79.80  0.52  -0.38 -0.52 0.57 clocking,pcad_mode,power_cmd,simpos             
2008:050:07:01:47.670 2008:050:07:04:37.419 8144  AA00000000 TE_002A2 NMAN      1         0        6         6         -50504 -468      RETR RETR 50.97  280.04 -5.75  79.80  0.52  -0.38 -0.52 0.57 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:07:04:37.419 2008:050:07:05:37.790 7472  AA00000000 TE_002A2 NMAN      1         0        6         6         -50504 -468      RETR RETR 50.97  280.04 -5.75  79.80  0.52  -0.38 -0.52 0.57 obsid                                           
2008:050:07:05:37.790 2008:050:07:08:51.289 7472  AA00000000 TE_002A2 NMAN      1         0        6         6         -50504 -716      RETR RETR 50.97  280.04 -5.75  79.80  0.52  -0.38 -0.52 0.57 simfa_pos                                       
2008:050:07:08:51.289 2008:050:07:29:51.037 7472  AA00000000 TE_002A2 NPNT      1         0        6         6         -50504 -716      RETR RETR 50.22  282.08 -3.19  77.61  0.50  -0.38 -0.50 0.59 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:07:29:51.037 2008:050:07:30:01.288 9609  AA00000000 TE_002A2 NMAN      1         0        6         6         75624  -716      RETR RETR 50.22  282.08 -3.19  77.61  0.50  -0.38 -0.50 0.59 obsid,pcad_mode,simpos                          
2008:050:07:30:01.288 2008:050:07:33:51.408 9609  AA00000000 TE_002A2 NMAN      1         0        6         6         75624  -716      RETR RETR 50.81  282.08 -3.19  77.61  0.50  -0.38 -0.50 0.59 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:07:33:51.408 2008:050:07:34:35.131 9609  AA00000000 TE_002A2 NMAN      1         0        6         6         75624  -418      RETR RETR 50.81  282.08 -3.19  77.61  0.50  -0.38 -0.50 0.59 simfa_pos                                       
2008:050:07:34:35.131 2008:050:07:35:13.768 9609  AA00000000 TE_002A2 NMAN      1         0        6         6         75624  -418      RETR RETR 53.01  280.41 -5.75  79.63  0.52  -0.38 -0.52 0.57 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:07:35:13.768 2008:050:07:39:08.973 9609  AA00000000 TE_002A2 NMAN      1         0        6         6         75624  -468      RETR RETR 53.01  280.41 -5.75  79.63  0.52  -0.38 -0.52 0.57 simfa_pos                                       
2008:050:07:39:08.973 2008:050:07:43:42.816 9609  AA00000000 TE_002A2 NMAN      1         0        6         6         75624  -468      RETR RETR 55.20  276.11 -13.26 84.99  0.56  -0.39 -0.55 0.49 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:07:43:42.816 2008:050:07:48:02.565 9609  AA00000000 TE_002A2 NPNT      1         0        6         6         75624  -468      RETR RETR 55.78  274.73 -16.01 86.79  0.57  -0.39 -0.56 0.46 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:07:48:02.565 2008:050:07:48:20.565 9609  WSVIDALLDN TE_002A2 NPNT      0         0        6         6         75624  -468      RETR RETR 55.78  274.73 -16.01 86.79  0.57  -0.39 -0.56 0.46 power_cmd,vid_board                             
2008:050:07:48:20.565 2008:050:07:49:50.565 9609  WSPOW1EC3F TE_002A2 NPNT      1         0        6         6         75624  -468      RETR RETR 55.78  274.73 -16.01 86.79  0.57  -0.39 -0.56 0.46 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:07:49:50.565 2008:050:07:49:54.565 9609  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 55.78  274.73 -16.01 86.79  0.57  -0.39 -0.56 0.46 si_mode                                         
2008:050:07:49:54.565 2008:050:08:19:42.565 9609  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 55.78  274.73 -16.01 86.79  0.57  -0.39 -0.56 0.46 clocking,power_cmd                              
2008:050:08:19:42.565 2008:050:08:19:52.816 9609  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 55.78  274.73 -16.01 86.79  0.57  -0.39 -0.56 0.46 clocking,pcad_mode,power_cmd                    
2008:050:08:19:52.816 2008:050:08:22:42.565 9609  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 58.19  274.73 -16.01 86.79  0.57  -0.39 -0.56 0.46 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:08:22:42.565 2008:050:08:25:01.720 8050  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 58.19  274.73 -16.01 86.79  0.57  -0.39 -0.56 0.46 obsid                                           
2008:050:08:25:01.720 2008:050:08:30:10.623 8050  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 68.82  269.85 -14.71 85.67  0.54  -0.41 -0.58 0.45 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:08:30:10.623 2008:050:08:35:19.527 8050  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 88.49  253.53 -9.67  82.79  0.45  -0.49 -0.63 0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:08:35:19.527 2008:050:08:40:28.431 8050  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 111.37 231.65 -1.83  81.39  0.29  -0.58 -0.69 0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:08:40:28.431 2008:050:08:45:37.335 8050  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 131.05 209.84 5.97   83.01  0.13  -0.65 -0.71 0.23 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:08:45:37.335 2008:050:08:50:46.238 8050  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 141.69 193.70 10.93  85.99  0.01  -0.68 -0.72 0.15 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:08:50:46.238 2008:050:08:55:05.988 8050  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 144.08 188.89 12.20  87.13  -0.02 -0.69 -0.71 0.13 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:08:55:05.988 2008:050:08:55:23.988 8050  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 144.08 188.89 12.20  87.13  -0.02 -0.69 -0.71 0.13 power_cmd,vid_board                             
2008:050:08:55:23.988 2008:050:08:56:53.988 8050  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 144.08 188.89 12.20  87.13  -0.02 -0.69 -0.71 0.13 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:08:56:53.988 2008:050:10:25:05.988 8050  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 144.08 188.89 12.20  87.13  -0.02 -0.69 -0.71 0.13 clocking,power_cmd                              
2008:050:10:25:05.988 2008:050:10:25:16.239 8050  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 144.08 188.89 12.20  87.13  -0.02 -0.69 -0.71 0.13 clocking,pcad_mode,power_cmd                    
2008:050:10:25:16.239 2008:050:10:28:05.988 8050  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 144.84 188.89 12.20  87.13  -0.02 -0.69 -0.71 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:10:28:05.988 2008:050:10:31:56.260 8052  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 144.84 188.89 12.20  87.13  -0.02 -0.69 -0.71 0.13 obsid                                           
2008:050:10:31:56.260 2008:050:10:36:16.009 8052  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 145.55 187.48 14.05  90.08  -0.04 -0.71 -0.69 0.13 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:10:36:16.009 2008:050:10:36:34.009 8052  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 145.55 187.48 14.05  90.08  -0.04 -0.71 -0.69 0.13 power_cmd,vid_board                             
2008:050:10:36:34.009 2008:050:10:38:04.009 8052  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 145.55 187.48 14.05  90.08  -0.04 -0.71 -0.69 0.13 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:10:38:04.009 2008:050:12:06:16.009 8052  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 145.55 187.48 14.05  90.08  -0.04 -0.71 -0.69 0.13 clocking,power_cmd                              
2008:050:12:06:16.009 2008:050:12:06:26.260 8052  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 145.55 187.48 14.05  90.08  -0.04 -0.71 -0.69 0.13 clocking,pcad_mode,power_cmd                    
2008:050:12:06:26.260 2008:050:12:09:16.009 8052  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.15 187.48 14.05  90.08  -0.04 -0.71 -0.69 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:12:09:16.009 2008:050:12:12:44.936 8053  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.15 187.48 14.05  90.08  -0.04 -0.71 -0.69 0.13 obsid                                           
2008:050:12:12:44.936 2008:050:12:17:04.685 8053  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 146.69 186.32 15.59  92.78  -0.05 -0.72 -0.68 0.14 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:12:17:04.685 2008:050:12:17:22.685 8053  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 146.69 186.32 15.59  92.78  -0.05 -0.72 -0.68 0.14 power_cmd,vid_board                             
2008:050:12:17:22.685 2008:050:12:18:52.685 8053  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 146.69 186.32 15.59  92.78  -0.05 -0.72 -0.68 0.14 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:12:18:52.685 2008:050:13:47:04.685 8053  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 146.69 186.32 15.59  92.78  -0.05 -0.72 -0.68 0.14 clocking,power_cmd                              
2008:050:13:47:04.685 2008:050:13:47:14.936 8053  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.69 186.32 15.59  92.78  -0.05 -0.72 -0.68 0.14 clocking,pcad_mode,power_cmd                    
2008:050:13:47:14.936 2008:050:13:50:04.685 8053  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.20 186.32 15.59  92.78  -0.05 -0.72 -0.68 0.14 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:13:50:04.685 2008:050:13:51:56.674 8054  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.20 186.32 15.59  92.78  -0.05 -0.72 -0.68 0.14 obsid                                           
2008:050:13:51:56.674 2008:050:13:56:38.413 8054  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 145.11 187.50 13.48  89.40  -0.04 -0.70 -0.70 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:13:56:38.413 2008:050:14:00:58.162 8054  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 144.57 188.54 11.30  86.10  -0.02 -0.68 -0.72 0.12 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:14:00:58.162 2008:050:14:01:16.162 8054  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 144.57 188.54 11.30  86.10  -0.02 -0.68 -0.72 0.12 power_cmd,vid_board                             
2008:050:14:01:16.162 2008:050:14:02:46.162 8054  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 144.57 188.54 11.30  86.10  -0.02 -0.68 -0.72 0.12 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:14:02:46.162 2008:050:15:30:58.162 8054  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 144.57 188.54 11.30  86.10  -0.02 -0.68 -0.72 0.12 clocking,power_cmd                              
2008:050:15:30:58.162 2008:050:15:31:08.413 8054  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 144.57 188.54 11.30  86.10  -0.02 -0.68 -0.72 0.12 clocking,pcad_mode,power_cmd                    
2008:050:15:31:08.413 2008:050:15:33:58.162 8054  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 145.19 188.54 11.30  86.10  -0.02 -0.68 -0.72 0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:15:33:58.162 2008:050:15:35:27.949 8055  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 145.19 188.54 11.30  86.10  -0.02 -0.68 -0.72 0.12 obsid                                           
2008:050:15:35:27.949 2008:050:15:39:47.484 8055  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.30 187.47 13.05  88.84  -0.04 -0.70 -0.70 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:15:39:47.484 2008:050:15:44:07.232 8055  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 146.86 186.31 14.74  91.64  -0.05 -0.72 -0.69 0.13 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:15:44:07.232 2008:050:15:44:25.232 8055  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 146.86 186.31 14.74  91.64  -0.05 -0.72 -0.69 0.13 power_cmd,vid_board                             
2008:050:15:44:25.232 2008:050:15:45:55.232 8055  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 146.86 186.31 14.74  91.64  -0.05 -0.72 -0.69 0.13 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:15:45:55.232 2008:050:17:14:07.232 8055  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 146.86 186.31 14.74  91.64  -0.05 -0.72 -0.69 0.13 clocking,power_cmd                              
2008:050:17:14:07.232 2008:050:17:14:17.483 8055  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.86 186.31 14.74  91.64  -0.05 -0.72 -0.69 0.13 clocking,pcad_mode,power_cmd                    
2008:050:17:14:17.483 2008:050:17:17:07.232 8055  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.86 186.31 14.74  91.64  -0.05 -0.72 -0.69 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:17:17:07.232 2008:050:17:20:57.851 8056  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.86 186.31 14.74  91.64  -0.05 -0.72 -0.69 0.13 obsid                                           
2008:050:17:20:57.851 2008:050:17:25:17.600 8056  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 146.81 186.44 12.79  88.70  -0.04 -0.70 -0.71 0.12 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:17:25:17.600 2008:050:17:25:35.600 8056  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 146.81 186.44 12.79  88.70  -0.04 -0.70 -0.71 0.12 power_cmd,vid_board                             
2008:050:17:25:35.600 2008:050:17:27:05.600 8056  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 146.81 186.44 12.79  88.70  -0.04 -0.70 -0.71 0.12 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:17:27:05.600 2008:050:18:55:17.600 8056  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 146.81 186.44 12.79  88.70  -0.04 -0.70 -0.71 0.12 clocking,power_cmd                              
2008:050:18:55:17.600 2008:050:18:55:27.851 8056  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.81 186.44 12.79  88.70  -0.04 -0.70 -0.71 0.12 clocking,pcad_mode,power_cmd                    
2008:050:18:55:27.851 2008:050:18:58:17.600 8056  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.34 186.44 12.79  88.70  -0.04 -0.70 -0.71 0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:18:58:17.600 2008:050:18:59:59.199 8057  AA00000000 TE_002A3 NMAN      1         0        6         6         75624  -468      RETR RETR 146.34 186.44 12.79  88.70  -0.04 -0.70 -0.71 0.12 obsid                                           
2008:050:18:59:59.199 2008:050:19:04:18.949 8057  AA00000000 TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 145.82 187.51 12.33  87.88  -0.03 -0.69 -0.71 0.12 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:19:04:18.949 2008:050:19:04:36.949 8057  WSVIDALLDN TE_002A3 NPNT      0         0        6         6         75624  -468      RETR RETR 145.82 187.51 12.33  87.88  -0.03 -0.69 -0.71 0.12 power_cmd,vid_board                             
2008:050:19:04:36.949 2008:050:19:06:06.949 8057  WSPOW1EC3F TE_002A3 NPNT      1         0        6         6         75624  -468      RETR RETR 145.82 187.51 12.33  87.88  -0.03 -0.69 -0.71 0.12 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:19:06:06.949 2008:050:20:34:19.336 8057  XTZ0000005 TE_002A3 NPNT      1         1        6         6         75624  -468      RETR RETR 145.82 187.51 12.33  87.88  -0.03 -0.69 -0.71 0.12 clocking,power_cmd                              
